MID,fb,Rating
Mxlaxgjj,,5
Mxlaxgjj,"Self-motivated, Eager to learn and grow. ÿFinding him always managing his deliverable but still finds time to learn new technologies.
Quickly adopted to DSG. ÿDisplayed on the job learning and started production immediately. ÿGrooming himself in the Big data space which is very commendable.",5
Mxlaxgjj,,5
Mxlaxgjj,,5
Mxlaxgjj,,5
Mxlaxgjj,,5
Mxlaxgjj,,5
Mxlaxgjj,,5
Mxlaxgjj,,5
Mxlaxgjj,,5
Mxlaxgjj,,5
Mxlaxgjj,,5
Mxlaxgjj,,5
Mxlaxgjj,,5
Mxlaxgjj,,5
Mxlaxgjj,,5
Mxlaxgjj,,5
Mxlaxgjh,Agreed on the comments provided.ÿ Dinesh was able to deliver the assigned activities as per the expectations.,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaxgjh,Agreed.ÿ Involved in designing Meta data frame work and audit table.ÿ Involved in the data modelling for Hertz digital marketing.,4
Mxlaxgjh,Agreed on the comments provided.,4
Mxlaxgjh,,4
Mxlaxgjh,Dinesh was able to deliver the work on time andÿas per the quality defined by Mindtree,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaxgjh,,4
Mxlaalxa,You have delivered good quality in RFC and HR project.,4.5
Mxlaalxa,,4.5
Mxlaalxa,You have done mentoring of campus minds and taken part in Knowledge sharing sessions.,4.5
Mxlaalxa,,4.5
Mxlaalxa,You have been efficient in meetings and have been managed your time efficiently between RFCs and projects.,4.5
Mxlaalxa,,4.5
Mxlaalxa,You have delivered with good quality.ÿ,4.5
Mxlaalxa,,4.5
Mxlaalxa,"Khushal, you have done your best for on-time delivery for RFCs and project deliverables.",4.5
Mxlaalxa,,4.5
Mxlaalxa,,4.5
Mxlaalxa,,4.5
Mxlaalxa,,4.5
Mxlaalxa,,4.5
Mxlaalxa,,4.5
Mxlaalxa,,4.5
Mxlaalxa,,4.5
Mxlaalxa,,4.5
Mxlaalxa,,4.5
Mxlaalxa,,4.5
Mxlaalxa,,4.5
Mxlaalxa,,4.5
Mxlaaahy,,3.5
Mxlaaahy,Agreed with the commentsÿ,3.5
Mxlaaahy,Agreed with the commentsÿ,3.5
Mxlaaahy,,3.5
Mxlaaahy,Agreed with the commentsÿ,3.5
Mxlaaahy,,3.5
Mxlaaahy,Agreed with the comments,3.5
Mxlaaahy,,3.5
Mxlaaahy,Agreed with the commentsÿ,3.5
Mxlaaahy,,3.5
Mxlaaahy,Agreed with comments,3.5
Mxlaaahy,,3.5
Mxlaaahy,,3.5
Mxlaaahy,,3.5
Mxlaaahy,,3.5
Mxlaaahy,,3.5
Mxlaaahy,,3.5
Mxlaaahy,,3.5
Mxlaaahy,,3.5
Mxlaayje,,3.5
Mxlaayje,Her involvement in K-Map and Functional KT sessions as part of Growth team ÿis much appreciated. She has good ÿfunctional knowledge of the application and helped the new team members.,3.5
Mxlaayje,"
Agree with Nisarga's comments, as part of growth initiative team member she put significant effort and met ÿall the expectations set .ÿ


There were backlog of MQ ÿfailure issues so it was assigned to growth team size ofÿtwoÿto get the detailed analysis ÿof the same with dedicated time for itself. Both together did good job and gave possible defensive fixes of 13 QBs ÿout of 29 QBs. Also leads didn't happen to validate all the defensive fixes.
",3.5
Mxlaayje,,3.5
Mxlaayje,,3.5
Mxlaayje,She proactively attended all the project level KTs and sessions.,3.5
Mxlaayje,,3.5
Mxlaayje,"As part of Joy team, she actively participated in organizing the team outings and ÿjoy activities for the team.",3.5
Mxlaayje,,3.5
Mxlaayje,Nisarga has worked on below mentioned activities based on my requests and learning activity for cross skilling to support new Hybris Projects.,3.5
Mxlaayje,"
During this MYR cycle, She was part ÿof growth team and worked on R94 to R96 releases prodsupport QBs . ÿQuality of code deliverable and her functional understanding of QB 7380 was appreciated with no reopens and ÿresidualdefects.


Unit testing for the code changes done by her is ÿgood whereas ÿimpactÿdue to others code changes was not considered. e.g. For August A/B test,the issue for ÿdata not persisting to DB took some time to make her understand. Lately though she addressed the issue ,it would have been appreciated ÿif she had taken ownership to address the issue instead of trying to ÿprove it existing issue. Also there was miss in including the review comment not to have delete query of previous test and which got escalated from onsite team.


She always ÿfollow all the process like updating QB with proper info, Release notes,UTC,Security checklist etc.


Her peer review for growth team initiative documents was good and for production support QBs that she was involved in peer review were of medium complex.


She had worked on ÿdefects like 1200 and QBs involving SP and SHchanges
",3.5
Mxlaayje,,3.5
Mxlaayje,,3.5
Mxlaayje,"
As part of SWAG analysis she used to follow the process and upfront in informing and getting clarifications from required stakeholders.


She did good job being one of the mentor for the newly joined C1 minds and followed up the KT sessions as planned.
",3.5
Mxlaayje,,3.5
Mxlaayje,"As part of newsletter and joy team, She ÿactively participated and did good job in ÿinitiative ofÿpublishing the newsletter ÿand ÿorganizing team outing along with other SPOCs.
Process and ÿcoding standards are followed for the QBs worked upon by her.",3.5
Mxlaayje,,3.5
Mxlaayje,,3.5
Mxlaayje,,3.5
Mxlaayje,,3.5
Mxlaayje,,3.5
Mxlaayje,,3.5
Mxlaayje,,3.5
Mxlaayjj,"Comments by Neena J. John
You have done a very good job in completing the CRs within the estimated time lines with good quality. Appreciate your focus and commitment towards the tasks assigned


Rating based on discussion with Srikanth Rajagopalan",3.5
Mxlaayjj,,3.5
Mxlaayjj,"Comments by Neena J. John



The feedback is for the period Sep'16- Dec'16 when you were part of the MoMA project. Your performance during this period was highly appreciated by the customer. You were onsite for close to two months during this period for application monitoring and support. You have extended your work hours to make sure that we cover almost 24 hrs for monitoring during the peak days and hours. Customer has highly appreciated your prompt response and initiative to close any prod. support activities within the earliest possible time. Thanks for your excellent contribution towards the CR development and holiday support & monitoring activities.ÿ



Rating based on discussion with Srikanth Rajagopalan",3.5
Mxlaayjj,,3.5
Mxlaayjj,"Comments by Neena J. John



The feedback is for the period Sep'16- Dec'16 when you were part of the MoMA project. Your performance during this period was highly appreciated by the customer. You were onsite for close to two months during this period for application monitoring and support. You have extended your work hours to make sure that we cover almost 24 hrs for monitoring during the peak days and hours. Customer has highly appreciated your prompt response and initiative to close any prod. support activities within the earliest possible time. Thanks for your excellent contribution towards the CR development and holiday support & monitoring activities.ÿ



Rating based on discussion with Srikanth Rajagopalan",3.5
Mxlaayjj,,3.5
Mxlaayjj,,3.5
Mxlaayjj,"Comments by Neena J. John



The feedback is for the period Sep'16- Dec'16 when you were part of the MoMA project. Your performance during this period was highly appreciated by the customer. You were onsite for close to two months during this period for application monitoring and support. You have extended your work hours to make sure that we cover almost 24 hrs for monitoring during the peak days and hours. Customer has highly appreciated your prompt response and initiative to close any prod. support activities within the earliest possible time. Thanks for your excellent contribution towards the CR development and holiday support & monitoring activities.ÿ



Rating based on discussion with Srikanth Rajagopalan",3.5
Mxlaayjj,"Comments by Neena J. John



The feedback is for the period Sep'16- Dec'16 when you were part of the MoMA project. Your performance during this period was highly appreciated by the customer. You were onsite for close to two months during this period for application monitoring and support. You have extended your work hours to make sure that we cover almost 24 hrs for monitoring during the peak days and hours. Customer has highly appreciated your prompt response and initiative to close any prod. support activities within the earliest possible time. Thanks for your excellent contribution towards the CR development and holiday support & monitoring activities.ÿ



Rating based on discussion with Srikanth Rajagopalan",3.5
Mxlaayjj,,3.5
Mxlaayjj,,3.5
Mxlaayjj,,3.5
Mxlaayjj,,3.5
Mxlaayjj,,3.5
Mxlaayjj,,3.5
Mxlaayjj,,3.5
Mxlaayjj,,3.5
Mxlaahjj,,3.5
Mxlaahjj,#NAME?,3.5
Mxlaahjj,,3.5
Mxlaahjj,#NAME?,3.5
Mxlaahjj,,3.5
Mxlaahjj,#NAME?,3.5
Mxlaahjj,,3.5
Mxlaahjj,#NAME?,3.5
Mxlaahjj,#NAME?,3.5
Mxlaahjj,,3.5
Mxlaahjj,,3.5
Mxlaahjj,#NAME?,3.5
Mxlaahjj,,3.5
Mxlaahjj,,3.5
Mxlaahjj,,3.5
Mxlaahjj,,3.5
Mxlaahjj,,3.5
Mxlaahjj,,3.5
Mxlaahjj,,3.5
Mxlayltl,,4.5
Mxlayltl,"What Shiva has done in terms of acceptance. Please see the numbers below.ÿ
This is amazing in terms of delivery. Since last year iteration 19 the performance has been very consistent barring one instance.ÿ


Iterations 20162017-042017-032017-022017-012625242322212019My Meds Android7295%95%96%91%92%805696937886",4.5
Mxlayltl,,4.5
Mxlayltl,"Shiva is quite punctual in following Rally, updating the hours and monitoring the team's hours.ÿ
He is contributing to the iteration reports and providing required details.ÿ
He is following up on all quality aspects and working towards zero functional defects.ÿ
Has always helped in doing the RCA and ensuring that team updates resolution for any defect.ÿ",4.5
Mxlayltl,"Shiva does a great job of interacting with the team. He is a new lead and needs grooming.ÿ



What he needs to do more?
Take his team for coffee tea breaks and interact with them more.ÿ
Initiate one on ones and invite more feedback.ÿ",4.5
Mxlayltl,,4.5
Mxlayltl,"It is not just the current team. But even customer's Android team members reach out to Shiva for help.ÿ
He is the pillar strength for My Meds Android and has handled all developers with good care.ÿ
Actively he learns new work and guides any team on Android.ÿ
He is able to handle any technical issues with minimum effort. Customer feels quite confident about his ability.
He was the pillar for us in 3.0, 3.1 release. Being at customer location has given him better perspective.",4.5
Mxlayltl,,4.5
Mxlayltl,,4.5
Mxlayltl,,4.5
Mxlayltl,,4.5
Mxlayltl,,4.5
Mxlayltl,,4.5
Mxlayltl,,4.5
Mxlayltl,,4.5
Mxlaylgy,"John exhibits good understanding of domain knowledge on retail and industrial supply chain model .

He has been consistently working on projects like eVending, My account Widgets, VMI cart enhancement for CTL items, Cart UI, Checkout UI and currently Workflow.

VMI CTL ? He took complete ownership and completed it single handedly.

His ownership and contribution for evending project was commendable.

His functional overview session to VP was commendable and got very positive feedback. His presentation and articulation of business was very appreciated.

His ÿmulti-utilityÿscript developed ÿfor effective tracking and monitoring of app logs has helped the developers in the production support activities.





",4
Mxlaylgy,,4
Mxlaylgy,,4
Mxlaylgy,"He always participates in project knowledge sharing ÿmacro sessions.ÿ

ÿHe always participates in conducting the KT session to new team members and guide co-workers in their tasks whenever they need help.

He adheresÿto any new process defined in the project .",4
Mxlaylgy,Agree with John comments.ÿHe actively participates in practice COE activities without affecting the project work and his contribution was very well appreciated with A team award for osmosis event.,4
Mxlaylgy,,4
Mxlaylgy,,4
Mxlaylgy,"His average Individual productivity over the last 10 releases (R91-R100) is around 7MSCP against the target of 5 MSCP.ÿ


Code quality of deliverable is mostly first time right with very minimal reopens and the number of code review defects were almost not ÿcritical except the issue in Widgets where DB calls included for Static pages.With this exception his other projects quality of deliverables was appreciated.

He participates in design and implementation of complex issues and able to drive independently.
",4
Mxlaylgy,,4
Mxlaylgy,"He participates in design and implementation of complex issues and able to drive independently.
He is technical ownership for the projects he implemented was appreciated.
He can always stretch extra hours to meet any project specific/ organization objectives and when under pressure with tight timeline projects.
He has capability to view and provide solutions in different perspective. He always be upfront in raising any concerns with Manager if he has any.",4
Mxlaylgy,,4
Mxlaylgy,,4
Mxlaylgy,,4
Mxlaylgy,,4
Mxlaylgy,,4
Mxlaylgy,,4
Mxlaylgy,,4
Mxlaylgj,,4
Mxlaylgj,"Ritesh focused on code quality by adhering to the processes like coding standards, code/peer reviews. This helped to avoid rework.",4
Mxlaylgj,,4
Mxlaylgj,"In AIG project Ritesh took challenges in resolving various ETL performance issues.

In bigbasket project Ritesh built the ETL execution framework , restart mechanism and worked on complex SQL development.",4
Mxlaylgj,Has acquired the Insurance domain skills required for the project. Took interest in learning new skills on Bigdata .,4
Mxlaylgj,,4
Mxlaylgj,,4
Mxlaylgj,"Ritesh very well understands the customer priorities and always worksÿin order to meet customer expectations. Was able to build a good rapport with customer Managers in AOIG project.ÿ




In current bigbasket project we appreciate him for gradually taking up more and more technicalÿresponsibilities.",4
Mxlaylgj,,4
Mxlaylgj,Follows the organizational policies and processes. Focussed on acquiring new technical skills.,4
Mxlaylgj,,4
Mxlaylgj,Both in AIG and bigbasket project has worked on complex technical assignments. Accepts technical challenges and even quickly grasped technical skillsÿrequired for the project. Never hesitated to take any sort of technical assignments. appreciate his ownership.ÿ,4
Mxlaylgj,,4
Mxlaylgj,,4
Mxlaylgj,,4
Mxlaylgj,,4
Mxlaylgj,,4
Mxlaylgj,,4
Mxlaylgj,,4
Mxlayxjl,,5
Mxlayxjl,"1) Pradheep completely understood about basic details of the project and started with road map of the complete project.
2) He created the EMR ETL Orchestration with ABC Framework enabled and checked for all the functions that are required to work for the project.
3) Pradheep added the spark codes and tested the functionality of the same.
4) Pradheep helped in setting up the AWS cloud environment.
5) Pradheep helped the team by making them understood about the AWS features necessary for the project and also he had guided the team in helping all technical aspects.
6) Pradheep did various bench marking on AWS EMR which helped in choosing the correct cluster configuration with justification.
7) He did coding for the widthpack process and tested completely end to end.
8) He took responsibility in ETL framework module and AWS cloud module and showed complete module leader capability.
9) Pradheep did the redshift tuning and achieved the performance improvement for JNJ japan under my guidance.
10) Pradheep took the responsibility of setting up the TALEND ADMINISTRATION CENTER for JNJ.
11) He Learned TALEND in short span of time , in spite of having no ETL background knowledge and developed the code in short duration.
12) Pradheep resolved all the bugs in POC and found solutions for many issues that came across POC execution. Overstretched himself in helping the team overnight and played major role in POC success.",5
Mxlayxjl,,5
Mxlayxjl,"1) Pradheep used to update the status of the project on daily basis, which helps us to monitor the percentage of work completed.
2) He has never missed his timeline in deliverables.
3) He interacts with the team well, which helps him to get more bonded with the team and get the work done from the team members precisely.
4) He has been in the each and every phase of the POC right from the low level design till the deployment in the production environment. His presence helped us to meet the deliverable on time.",5
Mxlayxjl,"Customer Satisfaction
-- Pradheep was a key player in the team which helped us to deliver the project on time ,which made our customers satisfaction happy (J&J and Unilever).
-- In the Analytics project which we made, we haven't had any major escalation from our client and if any small changes comes in pradheep proactively takes up the responsibility in completing the task.
-- Client has apprenticed twise.
-- Pradheep used to update the status of the project on daily basis, which helps us to monitor the percentage of work completed and communicate the same to the Customer.",5
Mxlayxjl,,5
Mxlayxjl,"1) He Designed the ETL framework for the entire POC which orchestrate the flow of the job with help of the architect.
2) Splendid job in making the Framework design for widthpack process, CF part and enabling monthly, quarterly and manual modes.
3) He completely supported architect by sharing the immense knowledge related to ETL, spark and also helped cloud team to setup the POC with EMR features.
4) Sound knowledge in spark technology and go to person in spark available with real skills.
5) Has taken the effort to understand the solutions that are provided.
6) Has taken effort to understand all the datasets and its business relevance.
7) Has taken effort to prepare adhoc reports that are significant to the client.
8) Has displayed great ability to optimize the processes using linux scripting. This is a unique skill and a great advantage.",5
Mxlayxjl,,5
Mxlayxjl,"1) Pradheep constantly keeps himself updated with the new technology, which helps us to leverage the technology values into the project.

2) Pradheep has completed a certification with Edureka on TALEND BIGDATA ETL course and currently ongoing a course with SkillSpeed on SPARK with SCALA .
3) His knowledge on new technology brought values to the project by creating a reusable shell scripting framework which helps to automate the entire workflow end to end in HUL.
4) Since the HUL team was migrating from traditional systems to cloud platform, Pradheep took a session on REDSHIFT with his expertise which helped them jumpstart the migration process .
5) Given that Pradheep has been with the team for a year, he has displayed the ability to understand Big Data quickly also with the fact that this is an unchartered territory for the project.
6) Has quickly picked up the understanding of Big Data, SPARK, MLib and is currently guiding the entire team to move in this direction.
7) Has significantly contributed in saving time to run collaborative filter using big data from the earlier time of 17 days to 10 hours.
8) Has also helped us to use the collaborative filter logic from 150 segments to approx. 1900 segments. This is an another significant leap in the process.
9). All this given the fact that this is the first time we are taking effort in the project to migrate the processes to Big Data.",5
Mxlayxjl,,5
Mxlayxjl,"1) His key strength is his positive attitude and He never say no to help any of his team members.
2) He is a quick Learner and understand the requirement with ease.
3) He has a very good problem solving skills.
2) He manages the team well, which is one of major strength.
3) His keep learning attitude will make him to attain his goals easily.ÿ
4) Pradheep always ready to share knowledge, one of the beautiful sessions is Spark session that he delivered .
5) He is go to person in every big data technology like Pig, Hive, MapReduce, spark, Redshift.
6) He is very strong in Shell scripting and tool like TALEND.",5
Mxlayxjl,,5
Mxlayxjl,,5
Mxlayxjl,"1) His major positive point is get understanding of the requirements first with clear vision to achieving goals of the project.
2) Helped everyone in the team to understand the basic requirements and also worked with team to help resolving bugs.
3) Team use to approach Pradheep for any queries on requirement, Design and coding .
4) Pradheep lead the team by assigning them individual tasks and monitoring those tasks as well as working on his own modules.
5) Efficient in utilizing time and this is his major plus point.",5
Mxlayxjl,,5
Mxlayxjl,,5
Mxlayxjl,,5
Mxlayxjl,,5
Mxlayxjl,,5
Mxlayxjl,,5
Mxlayxjl,,5
Mxlayxjl,,5
Mxlayxjl,,5
Mxlayxjl,,5
Mxlayxjl,,5
Mxlayxjl,,5
Mxlayxjl,,5
Mxlayxjl,,5
Mxlayxjl,,5
Mxlayatl,,4
Mxlayatl,"What went well :
Took complete ownership of RDS and the Gross Exposure modules and have been working on all the related enhancements and fixes related to it

Grown as SME of Gross exposure and able to troubleshoot issues related to it effectively.
Created and helped QA team to test DWH/ETL related testing with help of test documentations and providing walk through to QA team on regular basis
Proper Unit and Integration testing to ensure most of the scenarios are covered


What can be improved:
Grow expertise in Netezza further to get involved in other areas of appliance like administration / data modeling
Identify areas where value adds can be brought in as most of the work is in maintenance mode



",4
Mxlayatl,,4
Mxlayatl,"What went well :


Able to analyze the requirements related to defects and share details on implementation methods
Able to support other tracks like reporting team / R&D and testing team with requirement clarifications / queries


What can be improved :


While analysis for defects is done accurately and fixed on time, a bigger picture view of data ware house should be understood and suggestions should be provide to implement it.
Scale up DWH concepts and see how to implement best practices in implementation",4
Mxlayatl,"What went well :


Well conducted peer review helped in minimizing defects in DWH/ETL track
Adhere to timelines and change configurations related to DWH/ETL
No major code defects identified in code worked upon
No major deviation in schedule or due to incorrect reviews
Application KT provided to new joiners in team


What can be improved :


Communication skills can be more assertive
Provide more values add in related technologies",4
Mxlayatl,,4
Mxlayatl,,4
Mxlayatl,,4
Mxlayatl,,4
Mxlayatl,,4
Mxlayatl,,4
Mxlayatl,,4
Mxlayatl,,4
Mxlayatl,,4
Mxlayatl,,4
Mxlayatl,,4
Mxlayatl,,4
Mxlayatl,,4
Mxlayatl,,4
Mxlayatl,,4
Mxlayatl,,4
Mxlayeej,,4.5
Mxlayeej,Client has appreciated the hardwork and technical skill of the team.ÿ,4.5
Mxlayeej,,4.5
Mxlayeej,Always delivered on time. ÿQuality of the deliverable was appreciated by the clients.,4.5
Mxlayeej,"Technically very sound in Objective-C and Swift concepts. Worked in projects and PoCs when needed and helped to deliver on time. With P&G, always provided additional support even after office timings. Helps team members with clarifications and technical knowledge when required.",4.5
Mxlayeej,,4.5
Mxlayeej,Gathering and analyzing the requirements which results in accurate estimation leads to delivery on time. This comes with expertise on the technical skills. Communicates with the customers on calls and clarifies if required. Helps team members with clarifications and technical knowledge when required.,4.5
Mxlayeej,,4.5
Mxlayeej,,4.5
Mxlayeej,,4.5
Mxlayeej,,4.5
Mxlayeej,,4.5
Mxlayeej,,4.5
Mxlayeej,,4.5
Mxlayeej,,4.5
Mxlayehl,"Ramesh is part of MSC project from Jan'17 and he is still part of his first release.
He has good communication skills ÿbut need to be more assertive in communicating to leads and follow up with leads.",3
Mxlayehl,,3
Mxlayehl,"For R101 release, his individual productivity he worked was 2.3 MSCP ÿas against ÿtargeted 5 MSCP . There were 5 code review defects reported.

Tasks assigned were technically he can ÿwork independent and asÿmodule lead, expectation was to take more ownership and do some self-learning in technical aspects ÿinstead of ÿreaching out to team that he is naive to any skill.


Since the release is ÿfor every four weeks with different set of requirements scope, ÿneed to be more proactive and do some self-learning to gain in-depth functional knowledge of the application.",3
Mxlayehl,,3
Mxlayehl,,3
Mxlayehl,He has made use of leisure time when he was not assigned to any project and completed his YORBIT courses diligently.,3
Mxlayehl,He is yet to demonstrate his code review skills in ecom project.,3
Mxlayehl,,3
Mxlayehl,,3
Mxlayehl,,3
Mxlayehl,,3
Mxlayehl,,3
Mxlayehl,,3
Mxlayehl,,3
Mxlayehl,,3
Mxlayehj,,4
Mxlayehj,"> After the project hndover to HCL the SLA metrics has been changed and taking this into consideration good to see that Amar has done exceptionally good to complete all his task well with in SLA breach.
> With his expert domain knowledge amar has always given his point of view to customers in case of any issues or any forecast ofÿ
issues.
> He has always taken the case from End -to-End resolution by coordinating with other team and getting it fixed.ÿ",4
Mxlayehj,"> As Amar has a good understanding on the application he has ÿalways suggested improvement in the process.
> Appreciate that Amar has maintained the quality of work ÿand resolve the issue for a smoother operations.
> They Say ""No one learn by talking, they learn by asking Questionsÿÿ"". Its always good to ask question before we are clear of any request and i see Amar is following the path of asking questions and getting things clarified before implementing",4
Mxlayehj,,4
Mxlayehj,,4
Mxlayehj,"Yes Amar has completedÿthe certificate of data scientist with experience in R programming and some exposure to SAS.
Good to see that the thirst of acquiring knowledge is growing day by day .
Amar has always kept himself busy in exploring new technologies and implementation so that the same can be implemented in the project.",4
Mxlayehj,,4
Mxlayehj,"What went Well ?
-----------------------
> Amar being the senior in the team has involved in daily stand up call and suggested the team and endusers with all best options for ÿefficient and time saving activity.ÿ
>ÿWas involved in decommissioning a module that was under discussion for many years and was appreciated on this task and the same wasÿappreciated on the Client's news letter.
> Amar with his expert knowledge has always provided suggestions towards technology and process changes which helps inÿbetter deliverableÿto the customer.",4
Mxlayehj,,4
Mxlayehj,"> Amar with his expert knowledge and good customer relationship has handled all the issues and escalations in a better mannerÿ
> With the project handover to HCL and changes in SLA , Amar has always seen that the issues are attended and resolved well with in the SLA",4
Mxlayehj,"> Amar has kept his technical knowledge growing on a day to day basis by learning new technologies and trying to implement the same in the project.


What can be done better ?
-----------------------------------
Appreciate if you can conduct some sessions in mindtree related to your domain so that interested people can enhance their knowledge.",4
Mxlayehj,,4
Mxlayehj,,4
Mxlayehj,,4
Mxlayehj,,4
Mxlayehj,,4
Mxlayehj,,4
Mxlayehj,,4
Mxlayehj,,4
Mxlaytej,,4.5
Mxlaytej,"Roopashree has taken over the MSTR Lead last year and is playing the role very effectively

She is able to track tickets effectively and avoid SLA misses





She has also made a good Rappot with the Customer and taken over the MSTR SPoC role very well.





SHe should continue to excel in the Leading role and work closely with the Clients",4.5
Mxlaytej,,4.5
Mxlaytej,"Roopashree is very effective in making the team follow the processes and brings a discipline within the team.

She also helped the new Team members ramp up in the team with effective guidance.





She should continue the good work and continue improving the delivery",4.5
Mxlaytej,,4.5
Mxlaytej,"Roopa has effectively managed the team getting into new Applications.

She also has grown in the MSTR area with effective Knowledge transitions. & has been doing good in the additional area of UA that she has taken over",4.5
Mxlaytej,,4.5
Mxlaytej,"Roopa has growing in the Team lead role very well.

She is able to delegate the tickets well to the old team members and mentoring the new Team members





However she should not over-protect the new members and delegate smartly to them so that they grow and reduce the dependency on her soon",4.5
Mxlaytej,,4.5
Mxlaytej,,4.5
Mxlaytej,,4.5
Mxlaytej,,4.5
Mxlaytej,,4.5
Mxlaytej,,4.5
Mxlaytej,,4.5
Mxlayhey,,4.5
Mxlayhey,"Xavier (PIM) , QA are all satisfied with your effort to resolved bottlenecks and impediments for PIM releases.


Customer is very happy with your work and support for PIM track. Apart from this. we ahve been able to use you across tracks(B2C, PIM, t2011) and the flexibility is appreciated.ÿ",4.5
Mxlayhey,"Prakash, you have owned PIM and Tooling Tracks and delivered.

WEBAN was challenging , but you did not give up and learnt about it in the process.





All your deliverable were on time and successful.ÿ",4.5
Mxlayhey,,4.5
Mxlayhey,"Prakash, your work with the tooling be it for PIM or for Maps POC ÿor even B2C support, has been fantastic. These small / utility prgs have helped our team, content teams, QA in working efficiently and reducing human error.ÿ






The Migration track, needs us to think out of the regular way.ÿMap Versioning and SB tool is well received and much appreciated.





This has also helped with gaining knowledge on the working of the CMS< APIs etcÿ
",4.5
Mxlayhey,,4.5
Mxlayhey,,4.5
Mxlayhey,"Prakash, ÿthere were No issues / concerns were raised w.r.t the work turned in by you - PIM, B2C , T2011 (migration).

Your work on Migration tools were also well received and very useful to the client/content team.ÿ",4.5
Mxlayhey,,4.5
Mxlayhey,"Prakash, your hunger for knowledge and finding solutions is great.ÿ

You have picked up 101 and 201 Courses on .NET and related Web technology and completed them alongside your regularÿwork.



This year, you picked up advanced ÿ(medium, complex) courses to build your knowledge on the .NET frameworks, MVC< WEB API and completed them with good score.ÿ







",4.5
Mxlayhey,,4.5
Mxlayhey,,4.5
Mxlayhey,,4.5
Mxlayhey,,4.5
Mxlayhey,,4.5
Mxlayhey,,4.5
Mxlayhey,,4.5
Mxlaeltt,"You have a good understanding of the tasks and requirements and documented them well.
Customer is happy with your work and acknowledges your dedication , hard work in getting it done in time.",4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaeltt,"Delivery of tasks was done in a timely manner and also ready wiht hot fix if any production issues came up. ÿKannan, you have communicated with clarity and in a timely manner to the clients and taken care of concerns by stakeholders.
Your contribution to the timely releases of PRATO, ARNO and other PND releases is acknowledged by the clients, ÿ",4
Mxlaeltt,"Tooling for Migration track was delivered and made work easier for phase 1.ÿ
Hotfix Rollups on T2013 and T2011 systemsÿ
Resolution of TM issue on T2011 after SARA DC migration.ÿ


",4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaeltt,Kannan your deliverable are of good quality and no complaints w.r.t Quality.ÿ,4
Mxlaeltt,,4
Mxlaeltt,"Kannan, you did complete the 201 (MVC) course as mandated and with a good score.ÿ",4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaeltt,,4
Mxlaelhe,"Richi is the go to person for any UX needs at SITA. Apart from your Operations, you have taken time out and worked on Chatbot as a concept which has been very well received",4
Mxlaelhe,,4
Mxlaelhe,As described above,4
Mxlaelhe,,4
Mxlaelhe,,4
Mxlaelhe,"What went well?
You have a great ability to understand the customer needs and produce artifacts quickly. You are a go to person for any UX needs at SITA. Operational Excellence is always on your mind with continuous improvement of quality



What could have been better?

None from the project perspective. DM is extremely happy with you and even recommended a promotion
As per Richi?s delivery manager, she should slow down a bit on the rush to complete work which sometimes leads to missing stuff.
",4
Mxlaelhe,"Feedback from Client t -ÿ
? Very good in her work. Adjusted to the SITA way of working very quickly. Established glossary, removed inconsistences in the UX work. Extremely competent in Managing UX work and good administrator. Provides suggestions, prompts, always on time. Does KT with team on time and rarely comes back with queries.Very Punctual.",4
Mxlaelhe,,4
Mxlaelhe,,4
Mxlaelhe,As described above,4
Mxlaelhe,"Not just understanding the industry from a fundamental standpoint is important, but having real life experiences is essential for any great blogger.ÿRichi is passionate about what she is writing about.

Considering Richi?s strength, would want her to share her experience as a UX Designer in a service oriented offerings like her current project SITA",4
Mxlaelhe,,4
Mxlaelhe,,4
Mxlaelhe,"Richi has been proactive to check on timely basis if she can contribute to UX activities like presales as she had bandwidth.



Apart from her Operations,ÿRichi also worked on a few RFPs for EMEA. She also worked on Chatbot as a concept which has been well received

The quality on Chatbots deliverable done for SITA is commendableÿ
ÿ",4
Mxlaelhe,,4
Mxlaelhe,,4
Mxlaelhe,,4
Mxlaelhe,,4
Mxlaelhe,,4
Mxlaeaaa,,4
Mxlaeaaa,"Agree with Self Comments.

Mohan did participate in reviews and provided valuable feedback.",4
Mxlaeaaa,,4
Mxlaeaaa,Agree with Self comments.He needs to expand his work areas into muti brands like Payless and Budget,4
Mxlaeaaa,"Agree with Self Comments.

Mohan did good job in identifying and fixing lot of issues during DRO Transition.

Need to improve on Process aspects such as providing sign-off and not accepting any changes after QA Sign off.",4
